,Normalized SMILES,T/K,P,Mole,Index,P/bar,ln(x_CO2)
13594,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,303.18,100,0.0335,83,1,0.0335
13595,CC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,252,0.0335,74,2.52,0.0335
13596,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,99.9,0.0335,30,0.999,0.0335
13597,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,298.15,194,0.0334,8,1.94,0.0334
13598,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,298.15,194,0.0334,153,1.94,0.0334
13599,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.25,71.564,0.03321,2,0.71564,0.03321
13600,CCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,394,0.0332,3,3.94,0.0332
13601,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],318.2,298,0.033,39,2.98,0.033
13602,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],338.2,498,0.033,39,4.98,0.033
13603,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],338.2,694,0.033,39,6.94,0.033
13604,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],358.2,799,0.033,39,7.99,0.033
13605,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],343.15,554.8,0.033,39,5.548,0.033
13606,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,313.15,324.5,0.033,19,3.245,0.033
13607,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,343.15,523.4,0.033,19,5.234,0.033
13608,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,303.15,350,0.033,20,3.5,0.033
13609,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,343.15,299.8,0.033,34,2.998,0.033
13610,CCCC[n+]1ccccc1.F[B-](F)(F)F,313.15,244,0.033,50,2.44,0.033
13611,CC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,251,0.033,74,2.51,0.033
13612,CC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,251,0.033,74,2.51,0.033
13613,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,343.15,299.8408,0.033,34,2.998408,0.033
13614,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],343.15,554.8,0.033,39,5.548,0.033
13615,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,343.15,523.4,0.033,169,5.234,0.033
13616,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,313.15,324.5,0.033,169,3.245,0.033
13617,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,303.15,350,0.033,168,3.5,0.033
13618,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.58,100,0.0329,13,1,0.0329
13619,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,323.15,300,0.0329,36,3,0.0329
13620,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.19,70.955,0.0329,80,0.70955,0.0329
13621,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,323.15,300,0.0329,36,3,0.0329
13622,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.58,75.384,0.03289,13,0.75384,0.03289
13623,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],393.1,973,0.032711971,46,9.73,0.032711971
13624,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338,496,0.0326,11,4.96,0.0326
13625,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,138.1,0.0326,18,1.381,0.0326
13626,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,138.1,0.0326,18,1.381,0.0326
13627,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,138.1,0.0326,18,1.381,0.0326
13628,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,193,0.032598779,106,1.93,0.032598779
13629,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,283.15,200,0.0325,1,2,0.0325
13630,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.19,70.5,0.0325,80,0.705,0.0325
13631,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,101,0.0325,2,1.01,0.0325
13632,COCCOCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,338.25,294,0.0324,144,2.94,0.0324
13633,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15,99.8,0.0323,17,0.998,0.0323
13634,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.25,70.396,0.0321,80,0.70396,0.0321
13635,CC(C)C[P+](C)(CC(C)C)CC(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,215,0.032088815,195,2.15,0.032088815
13636,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.39,69.174,0.03203,11,0.69174,0.03203
13637,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],353.15,573.6,0.032,39,5.736,0.032
13638,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,353.15,542,0.032,19,5.42,0.032
13639,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,353.15,644,0.032,20,6.44,0.032
13640,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,199.9,0.032,30,1.999,0.032
13641,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,200,0.032,31,2,0.032
13642,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,348.1,399.7,0.032,68,3.997,0.032
13643,CCCC(c1[nH]cc[n+]1C)S(=O)(=O)O.O=S(=O)([O-])O,323.15,900.1,0.032,82,9.001,0.032
13644,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.05,399.69,0.032,0,3.9969,0.032
13645,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.05,399.69,0.032,0,3.9969,0.032
13646,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.1,399.7,0.032,0,3.997,0.032
13647,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.032,13,1,0.032
13648,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.032,13,1,0.032
13649,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,296.5,100,0.032,18,1,0.032
13650,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.032,18,1,0.032
13651,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.032,18,1,0.032
13652,CC(C)C[P+](C)(CC(C)C)CC(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,200.3,0.032,195,2.003,0.032
13653,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,200,0.032,31,2,0.032
13654,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],353.15,573.6,0.032,39,5.736,0.032
13655,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,348.1,399.7,0.032,68,3.997,0.032
13656,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,353.15,542,0.032,169,5.42,0.032
13657,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,353.15,644,0.032,168,6.44,0.032
13658,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],413.1,1113,0.031891537,46,11.13,0.031891537
13659,CCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,193,0.0318,3,1.93,0.0318
13660,C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,199.9,0.0317,115,1.999,0.0317
13661,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,199.9,0.0317,30,1.999,0.0317
13662,COCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,394,0.0317,137,3.94,0.0317
13663,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,96.2,0.0316,13,0.962,0.0316
13664,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.5,0.03133,13,0.995,0.03133
13665,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,303.15,129,0.0312,27,1.29,0.0312
13666,COCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,193,0.0312,137,1.93,0.0312
13667,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.17,99.9,0.0311,13,0.999,0.0311
13668,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,144,0.0311,18,1.44,0.0311
13669,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,144,0.0311,18,1.44,0.0311
13670,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,144,0.0311,18,1.44,0.0311
13671,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],338.2,394,0.031,39,3.94,0.031
13672,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.16,200,0.031,12,2,0.031
13673,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,313.15,408,0.031,20,4.08,0.031
13674,CC[NH3+].O=[N+]([O-])[O-],348,1749.7,0.031,28,17.497,0.031
13675,CCCC[n+]1ccccc1.N#C[S-],303.15,468,0.031,55,4.68,0.031
13676,CCCC[n+]1ccccc1.N#C[S-],323.15,410,0.031,55,4.1,0.031
13677,C[NH+]1C=CN(CCCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,199.8,0.031,212,1.998,0.031
13678,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.7,100,0.031,11,1,0.031
13679,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.7,100,0.031,11,1,0.031
13680,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.21,100,0.031,47,1,0.031
13681,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,199.9,0.031,143,1.999,0.031
13682,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.9,0.031,143,0.999,0.031
13683,Cn1cc[n+](CCO)c1.F[B-](F)(F)F,313.15,408,0.031,168,4.08,0.031
13684,CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,199.9,0.0309,205,1.999,0.0309
13685,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],343.2,527,0.030879456,39,5.27,0.030879456
13686,CC[n+]1ccn(C)c1.F[B-](F)(F)F,313.2,503,0.030832869,74,5.03,0.030832869
13687,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,298.15,200,0.0308,5,2,0.0308
13688,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,353.25,394,0.0308,8,3.94,0.0308
13689,CC(O)C(=O)[O-].[NH3+]CCO,313,790,0.0308,59,7.9,0.0308
13690,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.9,0.0308,2,0.999,0.0308
13691,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.9,0.0308,2,0.999,0.0308
13692,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,394,0.0308,153,3.94,0.0308
13693,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.23,73.603,0.0306,80,0.73603,0.0306
13694,CCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,338.25,293,0.0305,3,2.93,0.0305
13695,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,196,0.0305,56,1.96,0.0305
13696,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,294,0.0305,4,2.94,0.0305
13697,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,294,0.0305,4,2.94,0.0305
13698,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,393.15,411,0.0305,41,4.11,0.0305
13699,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,333.2,299.1,0.0304,8,2.991,0.0304
13700,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.44,100,0.0304,13,1,0.0304
13701,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,413.15,423,0.0304,42,4.23,0.0304
13702,[NH3+]CCO.O=C[O-],313,510,0.0304,162,5.1,0.0304
13703,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.44,31.302,0.03038,13,0.31302,0.03038
13704,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,323.15,300,0.0302,1,3,0.0302
13705,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.15,93,0.0302,13,0.93,0.0302
13706,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,93,0.0302,13,0.93,0.0302
13707,CCC(O)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,195,0.0302,173,1.95,0.0302
13708,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.42,77.025,0.03013,13,0.77025,0.03013
13709,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.42,100,0.0301,13,1,0.0301
13710,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.23,73.108,0.0301,80,0.73108,0.0301
13711,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],303.2,211,0.030035739,39,2.11,0.030035739
13712,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],318.2,496,0.03,39,4.96,0.03
13713,CC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,333.15,254.7,0.03,22,2.547,0.03
13714,CC[NH3+].O=[N+]([O-])[O-],323.2,1000.3,0.03,28,10.003,0.03
13715,CCCC[n+]1ccccc1.N#C[S-],313.15,386,0.03,55,3.86,0.03
13716,CCCC[n+]1ccccc1.N#C[S-],333.15,416,0.03,55,4.16,0.03
13717,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],313.2,1330,0.03,75,13.3,0.03
13718,CC[N+](C)(C)CCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,100,0.03,208,1,0.03
13719,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,250,0.03,0,2.5,0.03
13720,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,348.05,400.18,0.03,9,4.0018,0.03
13721,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,348.05,400.18,0.03,9,4.0018,0.03
13722,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297,100,0.03,11,1,0.03
13723,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297,100,0.03,11,1,0.03
13724,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,99.8,0.03,11,0.998,0.03
13725,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298,99.8,0.03,11,0.998,0.03
13726,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.4,100,0.03,13,1,0.03
13727,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.4,100,0.03,13,1,0.03
13728,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,296.7,100,0.03,18,1,0.03
13729,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.1,100,0.03,15,1,0.03
13730,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],313.2,1330,0.03,75,13.3,0.03
13731,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],363.28,1460,0.03,206,14.6,0.03
13732,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],353.26,1280,0.03,206,12.8,0.03
13733,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],343.24,1115,0.03,206,11.15,0.03
13734,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],333.17,959,0.03,206,9.59,0.03
13735,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],323.18,814,0.03,206,8.14,0.03
13736,C[N+](CCO)(CCO)CCO.COS(=O)(=O)[O-],313.23,679,0.03,206,6.79,0.03
13737,[NH3+]OCCO.O=C[O-],303,660,0.03,163,6.6,0.03
13738,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,323.15,300,0.0299,5,3,0.0299
13739,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,250,0.0299,0,2.5,0.0299
13740,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,250,0.0299,0,2.5,0.0299
13741,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,250,0.0299,0,2.5,0.0299
13742,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.9,0.0299,2,0.999,0.0299
13743,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.9,0.0299,2,0.999,0.0299
13744,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,91.2,0.0299,13,0.912,0.0299
13745,CCCC[n+]1ccn(C)c1.CCCCOP(=O)([O-])OCCCC,323.15,173.2,0.02984,120,1.732,0.02984
13746,CCCC[n+]1ccn(C)c1.CCCCOP(=O)([O-])OCCCC,313.15,149.96,0.02979,120,1.4996,0.02979
13747,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,297,0.0295,6,2.97,0.0295
13748,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.25,297,0.0295,6,2.97,0.0295
13749,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,323.15,194,0.0294,4,1.94,0.0294
13750,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,323.15,194,0.0294,4,1.94,0.0294
13751,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,303.15,128.7,0.0294,21,1.287,0.0294
13752,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,303.15,128.7,0.0294,21,1.287,0.0294
13753,CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.2,100,0.0293,77,1,0.0293
13754,CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.23,100,0.0293,77,1,0.0293
13755,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.25,73.063,0.0293,80,0.73063,0.0293
13756,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,251,0.0293,0,2.51,0.0293
13757,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,251,0.0293,0,2.51,0.0293
13758,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,251,0.0293,0,2.51,0.0293
13759,CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.2,100,0.0292,77,1,0.0292
13760,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,313.2,199.9,0.0291,8,1.999,0.0291
13761,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.2,100,0.029,12,1,0.029
13762,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.029,14,1,0.029
13763,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],353.15,424,0.029,39,4.24,0.029
13764,CCCC[n+]1ccccc1.F[B-](F)(F)F,323.15,261,0.029,50,2.61,0.029
13765,C=CC[n+]1ccn(C)c1.[Cl-],333.15,1030,0.029,67,10.3,0.029
13766,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,100,0.029,78,1,0.029
13767,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,251,0.029,0,2.51,0.029
13768,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,283.05,100.18,0.029,0,1.0018,0.029
13769,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,283.05,100.18,0.029,0,1.0018,0.029
13770,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,283.1,100.2,0.029,0,1.002,0.029
13771,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,100,0.029,2,1,0.029
13772,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,323.15,195,0.029,6,1.95,0.029
13773,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,323.15,195,0.029,6,1.95,0.029
13774,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,296,100,0.029,18,1,0.029
13775,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.14,100,0.029,15,1,0.029
13776,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,100.4,0.029,45,1.004,0.029
13777,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,100,0.029,45,1,0.029
13778,CC(C)C[P+](C)(CC(C)C)CC(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,99.8,0.029,195,0.998,0.029
13779,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,298.15,200,0.0288,1,2,0.0288
13780,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,298.2,150.6,0.0288,8,1.506,0.0288
13781,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,333.26,76.207,0.0285,80,0.76207,0.0285
13782,COCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,338.25,294,0.0285,137,2.94,0.0285
13783,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,308.15,194,0.0284,8,1.94,0.0284
13784,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,194,0.0284,153,1.94,0.0284
13785,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.17,100,0.0283,83,1,0.0283
13786,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,323.15,250,0.0282,36,2.5,0.0282
13787,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,495,0.0282,0,4.95,0.0282
13788,CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,323.15,250,0.0282,36,2.5,0.0282
13789,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,333.26,75.684,0.0281,80,0.75684,0.0281
13790,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.16,100,0.0281,83,1,0.0281
13791,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,134.9,0.0281,21,1.349,0.0281
13792,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.15,134.9,0.0281,21,1.349,0.0281
