,Normalized SMILES,T/K,P,Mole,Index,P/bar,ln(x_CO2)
2986,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.2,4209,0.531,124,42.09,0.531
2987,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3359,0.5307,2,33.59,0.5307
2988,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3359,0.5307,2,33.59,0.5307
2989,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,243.2,885,0.530391588,27,8.85,0.530391588
2990,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4187.2,0.53,210,41.872,0.53
2991,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,1600,0.53,48,16,0.53
2992,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,1600,0.53,48,16,0.53
2993,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],323.15,9262,0.53,73,92.62,0.53
2994,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,273.15,1500,0.5296,2,15,0.5296
2995,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.3,8402,0.529,9,84.02,0.529
2996,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,298.2,4155,0.529,42,41.55,0.529
2997,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,298.2,4155,0.529,42,41.55,0.529
2998,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.3,8402,0.5289,9,84.02,0.5289
2999,CC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,10000,0.5287,74,100,0.5287
3000,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4395,0.528105422,139,43.95,0.528105422
3001,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.15,6070,0.5280477,9,60.7,0.5280477
3002,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,5004,0.528,12,50.04,0.528
3003,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,4000,0.528,14,40,0.528
3004,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,4138.6,0.528,16,41.386,0.528
3005,CC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,13000,0.5271,74,130,0.5271
3006,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,5000,0.527,12,50,0.527
3007,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[n+]1ccccc1,298.15,4012.9,0.527,53,40.129,0.527
3008,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,298,2654,0.527,61,26.54,0.527
3009,OCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,4012.9,0.527,174,40.129,0.527
3010,COC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4343.2,0.527,150,43.432,0.527
3011,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3233,0.526882991,139,32.33,0.526882991
3012,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.3,11484,0.5264,60,114.84,0.5264
3013,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318,4996,0.5262,11,49.96,0.5262
3014,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,313.28,6350,0.526,66,63.5,0.526
3015,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,12495.5,0.526,0,124.955,0.526
3016,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.3,11484,0.526,60,114.84,0.526
3017,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,313.28,6350,0.526,66,63.5,0.526
3018,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,400.59,14099,0.5257,2,140.99,0.5257
3019,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,393.15,13151,0.5257,2,131.51,0.5257
3020,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,390.95,12874,0.5257,2,128.74,0.5257
3021,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,381.11,11625,0.5257,2,116.25,0.5257
3022,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,10632,0.5257,2,106.32,0.5257
3023,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,371.43,10425,0.5257,2,104.25,0.5257
3024,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,361.76,9250,0.5257,2,92.5,0.5257
3025,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,8254,0.5257,2,82.54,0.5257
3026,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,352.11,8124,0.5257,2,81.24,0.5257
3027,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342.45,7074,0.5257,2,70.74,0.5257
3028,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6119,0.5257,2,61.19,0.5257
3029,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,332.79,6099,0.5257,2,60.99,0.5257
3030,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,5174,0.5257,2,51.74,0.5257
3031,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.65,4448,0.5257,2,44.48,0.5257
3032,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4331,0.5257,2,43.31,0.5257
3033,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,2902.2,0.525,211,29.022,0.525
3034,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3169,0.5245,2,31.69,0.5245
3035,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,3169,0.5245,2,31.69,0.5245
3036,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,3520,0.5243,18,35.2,0.5243
3037,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.2,3500,0.524,11,35,0.524
3038,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,5822,0.524,44,58.22,0.524
3039,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.3,5822,0.5237,44,58.22,0.5237
3040,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,243.2,610,0.523180048,27,6.1,0.523180048
3041,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3281.6,0.523,12,32.816,0.523
3042,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.15,8740,0.523,0,87.4,0.523
3043,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3321,0.523,11,33.21,0.523
3044,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,7049,0.523,27,70.49,0.523
3045,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,6780,0.523,194,67.8,0.523
3046,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,6170,0.523,194,61.7,0.523
3047,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,5480,0.523,194,54.8,0.523
3048,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,4830,0.523,194,48.3,0.523
3049,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,4220,0.523,194,42.2,0.523
3050,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,3620,0.523,194,36.2,0.523
3051,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,3050,0.523,194,30.5,0.523
3052,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,2480,0.523,194,24.8,0.523
3053,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3281.6,0.523,12,32.816,0.523
3054,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,303.15,3930,0.522721402,119,39.3,0.522721402
3055,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],363.15,14190,0.5227,87,141.9,0.5227
3056,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],353.15,12470,0.5227,87,124.7,0.5227
3057,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],343.15,11010,0.5227,87,110.1,0.5227
3058,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],333.15,9340,0.5227,87,93.4,0.5227
3059,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],323.15,8000,0.5227,87,80,0.5227
3060,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],313.15,6330,0.5227,87,63.3,0.5227
3061,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,9995.5,0.5225,0,99.955,0.5225
3062,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],333.15,9317,0.522,73,93.17,0.522
3063,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],343.15,35700,0.5219,121,357,0.5219
3064,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],333.55,31750,0.5219,121,317.5,0.5219
3065,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],323.75,26650,0.5219,121,266.5,0.5219
3066,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],313.75,21600,0.5219,121,216,0.5219
3067,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],304.45,15800,0.5219,121,158,0.5219
3068,CC(=O)[O-].CC[n+]1ccn(C)c1,353.15,6810,0.5217,10,68.1,0.5217
3069,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,3562,0.521524627,139,35.62,0.521524627
3070,CC(=O)[O-].CC[n+]1ccn(C)c1,323.1,5435.9,0.521,10,54.359,0.521
3071,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,323.1,3546,0.521,24,35.46,0.521
3072,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,3500,0.521,2,35,0.521
3073,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,313.3,8368,0.521,60,83.68,0.521
3074,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,4650,0.521,146,46.5,0.521
3075,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,4290,0.521,146,42.9,0.521
3076,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,3950,0.521,146,39.5,0.521
3077,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,3490,0.521,146,34.9,0.521
3078,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2960,0.521,146,29.6,0.521
3079,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2570,0.521,146,25.7,0.521
3080,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2190,0.521,146,21.9,0.521
3081,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1550,0.521,146,15.5,0.521
3082,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,4650,0.521,146,46.5,0.521
3083,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,4290,0.521,146,42.9,0.521
3084,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,3950,0.521,146,39.5,0.521
3085,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,3490,0.521,146,34.9,0.521
3086,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2960,0.521,146,29.6,0.521
3087,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,2570,0.521,146,25.7,0.521
3088,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,2190,0.521,146,21.9,0.521
3089,CCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1550,0.521,146,15.5,0.521
3090,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,313.3,8368,0.5207,60,83.68,0.5207
3091,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,3660,0.52,16,36.6,0.52
3092,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,299.2,3530,0.52,62,35.3,0.52
3093,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1,1570,0.52,48,15.7,0.52
3094,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,3090,0.52,48,30.9,0.52
3095,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,3090,0.52,48,30.9,0.52
3096,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.1,1570,0.52,48,15.7,0.52
3097,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,299.2,3530,0.52,62,35.3,0.52
3098,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4019,0.5194,2,40.19,0.5194
3099,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,4019,0.5194,2,40.19,0.5194
3100,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.1,5398,0.519391861,14,53.98,0.519391861
3101,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4415.1,0.519,12,44.151,0.519
3102,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,393.15,14639,0.519,11,146.39,0.519
3103,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.11,14329,0.519,11,143.29,0.519
3104,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,383.15,13136,0.519,11,131.36,0.519
3105,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,381.23,12854,0.519,11,128.54,0.519
3106,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,11671,0.519,11,116.71,0.519
3107,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,371.34,11409,0.519,11,114.09,0.519
3108,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,363.15,10258,0.519,11,102.58,0.519
3109,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,361.52,10035,0.519,11,100.35,0.519
3110,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,8911,0.519,11,89.11,0.519
3111,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,351.65,8715,0.519,11,87.15,0.519
3112,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15,7647,0.519,11,76.47,0.519
3113,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,341.74,7474,0.519,11,74.74,0.519
3114,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6478,0.519,11,64.78,0.519
3115,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,331.86,6334,0.519,11,63.34,0.519
3116,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,5421,0.519,11,54.21,0.519
3117,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.98,5309,0.519,11,53.09,0.519
3118,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4490,0.519,11,44.9,0.519
3119,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,312.11,4399,0.519,11,43.99,0.519
3120,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,313.15,4000,0.519,152,40,0.519
3121,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4415.1,0.519,12,44.151,0.519
3122,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.4,5074,0.5182,13,50.74,0.5182
3123,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,3004.9,0.518,210,30.049,0.518
3124,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,312.9,6461,0.518,0,64.61,0.518
3125,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6110,0.518,0,61.1,0.518
3126,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,7290,0.518,0,72.9,0.518
3127,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.4,5074,0.518,13,50.74,0.518
3128,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,312.9,6461,0.5179,0,64.61,0.5179
3129,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6110,0.5176,0,61.1,0.5176
3130,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6312,0.5172,0,63.12,0.5172
3131,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,344.55,5820,0.5171,2,58.2,0.5171
3132,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,334.35,4900,0.5171,2,49,0.5171
3133,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15,4120,0.5171,2,41.2,0.5171
3134,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.05,3430,0.5171,2,34.3,0.5171
3135,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.85,2780,0.5171,2,27.8,0.5171
3136,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,294.35,2400,0.5171,2,24,0.5171
3137,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,303,2774,0.517,61,27.74,0.517
3138,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.3,6312,0.517,0,63.12,0.517
3139,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,333.41,7710,0.517,66,77.1,0.517
3140,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,243.2,830,0.51697471,81,8.3,0.51697471
3141,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,353.15,8085.7,0.516,16,80.857,0.516
3142,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.23,5600,0.516,106,56,0.516
3143,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.23,5600,0.516,106,56,0.516
3144,CC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,12000,0.5155,74,120,0.5155
3145,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,307.55,7390,0.515103084,27,73.9,0.515103084
3146,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4479.5,0.515,11,44.795,0.515
3147,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,298.2,5943,0.515,60,59.43,0.515
3148,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15,4039,0.515,15,40.39,0.515
3149,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,298.2,5943,0.5149,60,59.43,0.5149
3150,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,258.2,1270,0.5141,81,12.7,0.5141
3151,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.2,5121,0.514,9,51.21,0.514
3152,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,6532.8,0.514,11,65.328,0.514
3153,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,5682,0.514,21,56.82,0.514
3154,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,373.15,28110,0.514,60,281.1,0.514
3155,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,363.15,24850,0.514,60,248.5,0.514
3156,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,353.15,21310,0.514,60,213.1,0.514
3157,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,343.15,17980,0.514,60,179.8,0.514
3158,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.15,14010,0.514,60,140.1,0.514
3159,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,323.15,10070,0.514,60,100.7,0.514
3160,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,313.15,7000,0.514,60,70,0.514
3161,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,303.15,5330,0.514,60,53.3,0.514
3162,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,2950,0.5138,2,29.5,0.5138
3163,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.2,2950,0.5138,2,29.5,0.5138
3164,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,298.2,5121,0.5138,9,51.21,0.5138
3165,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.3,10450,0.513,0,104.5,0.513
3166,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.3,10450,0.513,0,104.5,0.513
3167,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],313.15,9200,0.513,73,92,0.513
3168,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,279.98,2059.5,0.5123,2,20.595,0.5123
3169,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,279.98,2059.5,0.5123,2,20.595,0.5123
3170,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,4158,0.512095294,139,41.58,0.512095294
3171,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,373.15,12550,0.512,81,125.5,0.512
3172,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,363.15,11400,0.512,81,114,0.512
3173,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.15,10160,0.512,81,101.6,0.512
3174,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,343.15,8460,0.512,81,84.6,0.512
3175,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.15,7190,0.512,81,71.9,0.512
