MP_K,Normalized SMILES,RANDOM,IL,Normalized SMILES1
390.3,C[NH2+]C.O=P([O-])(O)O,2223,2223,C[NH2+]C.O=P([O-])(O)O
400.0,CC[NH2+]CC.O=S(=O)([O-])C(F)(F)F,2224,2224,CC[NH2+]CC.O=S(=O)([O-])C(F)(F)F
369.0,CC[NH2+]CC.O=[N+]([O-])[O-],2225,2225,CC[NH2+]CC.O=[N+]([O-])[O-]
421.0,CC[NH2+]CC.O=P([O-])(O)O,2226,2226,CC[NH2+]CC.O=P([O-])(O)O
481.0,CC[NH2+]CC.[Br-],2227,2227,CC[NH2+]CC.[Br-]
493.0,CC[NH2+]CC.[Cl-],2228,2228,CC[NH2+]CC.[Cl-]
272.2,CCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2229,2229,CCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
290.6,CCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2230,2230,CCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
279.8,CCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2231,2231,CCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
278.9,CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2232,2232,CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
257.9,CCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2233,2233,CCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
282.6,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2234,2234,CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
309.4,CCCCCCn1cc[n+](C)c1.CS(=O)(=O)[O-],2235,2235,CCCCCCn1cc[n+](C)c1.CS(=O)(=O)[O-]
310.1,CCCCCCCn1cc[n+](C)c1.CS(=O)(=O)[O-],2236,2236,CCCCCCCn1cc[n+](C)c1.CS(=O)(=O)[O-]
573.0,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2237,2237,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
526.0,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2238,2238,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
495.0,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2239,2239,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
471.0,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2240,2240,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
484.0,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2241,2241,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
484.0,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2242,2242,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
481.0,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-],2243,2243,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.[Br-]
547.3,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2244,2244,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
512.2,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2245,2245,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
442.8,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2246,2246,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
431.6,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2247,2247,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
412.2,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2248,2248,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
450.6,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2249,2249,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
463.5,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F,2250,2250,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[B-](F)(F)F
562.0,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2251,2251,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
520.0,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2252,2252,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
470.1,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2253,2253,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
462.0,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2254,2254,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
435.3,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2255,2255,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
461.0,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2256,2256,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
468.0,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F,2257,2257,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.F[P-](F)(F)(F)(F)F
513.0,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2258,2258,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
455.0,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2259,2259,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
374.9,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2260,2260,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
396.2,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2261,2261,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
424.3,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2262,2262,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
377.3,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2263,2263,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
375.7,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F,2264,2264,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([O-])C(F)(F)F
351.3,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2265,2265,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
396.7,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2266,2266,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
338.2,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2267,2267,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
340.6,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2268,2268,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
349.3,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2269,2269,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
365.7,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2270,2270,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
375.3,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,2271,2271,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F
370.2,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2272,2272,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
390.7,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2273,2273,CC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
326.6,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2274,2274,CCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.6,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2275,2275,CCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
311.7,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2276,2276,CCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
324.2,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2277,2277,CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
319.2,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2278,2278,CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
461.8,CCCC[N+](C)(C)C.F[B-](F)(F)F,2279,2279,CCCC[N+](C)(C)C.F[B-](F)(F)F
406.4,CCCCCCCC[N+](C)(C)C.F[B-](F)(F)F,2280,2280,CCCCCCCC[N+](C)(C)C.F[B-](F)(F)F
398.8,CCCCCCCCCC[N+](C)(C)C.F[B-](F)(F)F,2281,2281,CCCCCCCCCC[N+](C)(C)C.F[B-](F)(F)F
442.3,CCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F,2282,2282,CCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F
498.4,CCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F,2283,2283,CCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F
416.9,CCCCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F,2284,2284,CCCCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F
448.7,CCCCCCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F,2285,2285,CCCCCCCCCC[N+](C)(C)C.F[P-](F)(F)(F)(F)F
352.9,CCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F,2286,2286,CCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F
412.5,CCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F,2287,2287,CCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F
413.8,CCCCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F,2288,2288,CCCCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F
423.2,CCCCCCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F,2289,2289,CCCCCCCCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F
290.9,CCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,2290,2290,CCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F
319.7,CCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,2291,2291,CCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F
280.2,CCCCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,2292,2292,CCCCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F
273.0,CCCCCCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F,2293,2293,CCCCCCCCCC[N+](C)(C)C.O=S(=O)(F)[N-]S(=O)(=O)F
485.5,CCCC[N+](C)(C)C.[Br-],2294,2294,CCCC[N+](C)(C)C.[Br-]
459.8,CCCCCC[N+](C)(C)C.[Br-],2295,2295,CCCCCC[N+](C)(C)C.[Br-]
488.9,CCCCCCCC[N+](C)(C)C.[Br-],2296,2296,CCCCCCCC[N+](C)(C)C.[Br-]
508.6,CCCCCCCCCC[N+](C)(C)C.[Br-],2297,2297,CCCCCCCCCC[N+](C)(C)C.[Br-]
566.5,CC[N+]1(C)CCC(O)CC1.[Br-],2298,2298,CC[N+]1(C)CCC(O)CC1.[Br-]
423.5,CCCC[N+]1(C)CCC(O)CC1.[Br-],2299,2299,CCCC[N+]1(C)CCC(O)CC1.[Br-]
354.0,CCCCCC[N+]1(C)CCC(O)CC1.[Br-],2300,2300,CCCCCC[N+]1(C)CCC(O)CC1.[Br-]
375.5,CCCCCCCC[N+]1(C)CCC(O)CC1.[Br-],2301,2301,CCCCCCCC[N+]1(C)CCC(O)CC1.[Br-]
419.5,CCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-],2302,2302,CCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-]
478.0,CCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-],2303,2303,CCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-]
482.5,CCCCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-],2304,2304,CCCCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-]
485.5,CCCCCCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-],2305,2305,CCCCCCCCCCCCCCCC[N+]1(C)CCC(O)CC1.[Br-]
409.0,CCC[NH2+]CCC.O=S(=O)([O-])C(F)(F)F,2306,2306,CCC[NH2+]CCC.O=S(=O)([O-])C(F)(F)F
245.0,CCC[NH2+]CCC.O=C[O-],2307,2307,CCC[NH2+]CCC.O=C[O-]
286.0,CC(=O)[O-].CCC[NH2+]CCC,2308,2308,CC(=O)[O-].CCC[NH2+]CCC
538.0,CCC[NH2+]CCC.[Br-],2309,2309,CCC[NH2+]CCC.[Br-]
403.9,CCCC[NH2+]CCCC.O=S(=O)([O-])O,2310,2310,CCCC[NH2+]CCCC.O=S(=O)([O-])O
413.0,CCCC[NH2+]CCCC.O=S(=O)([O-])C(F)(F)F,2311,2311,CCCC[NH2+]CCCC.O=S(=O)([O-])C(F)(F)F
315.6,CCCC[NH2+]CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2312,2312,CCCC[NH2+]CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
485.8,CCCC[NH2+]CCCC.F[B-](F)(F)F,2313,2313,CCCC[NH2+]CCCC.F[B-](F)(F)F
371.0,CCCC[NH2+]CCCC.O=P([O-])(O)O,2314,2314,CCCC[NH2+]CCCC.O=P([O-])(O)O
563.0,CCCC[NH2+]CCCC.[Br-],2315,2315,CCCC[NH2+]CCCC.[Br-]
423.0,C[NH+](C)C.O=S(=O)([O-])C(F)(F)F,2316,2316,C[NH+](C)C.O=S(=O)([O-])C(F)(F)F
428.0,C[NH+](C)C.O=[N+]([O-])[O-],2317,2317,C[NH+](C)C.O=[N+]([O-])[O-]
357.2,CC[NH+](CC)CC.O=S(=O)([O-])O,2318,2318,CC[NH+](CC)CC.O=S(=O)([O-])O
305.0,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,2319,2319,CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F
255.0,CC(=O)[O-].CC[NH+](CC)CC,2320,2320,CC(=O)[O-].CC[NH+](CC)CC
377.3,CC[NH+](CC)CC.F[B-](F)(F)F,2321,2321,CC[NH+](CC)CC.F[B-](F)(F)F
388.0,CC[NH+](CC)CC.O=[N+]([O-])[O-],2322,2322,CC[NH+](CC)CC.O=[N+]([O-])[O-]
512.0,CC[NH+](CC)CC.[Br-],2323,2323,CC[NH+](CC)CC.[Br-]
517.0,CC[NH+](CC)CC.[Cl-],2324,2324,CC[NH+](CC)CC.[Cl-]
365.0,CCC[NH+](CCC)CCC.O=S(=O)([O-])O,2325,2325,CCC[NH+](CCC)CCC.O=S(=O)([O-])O
433.0,CCC[NH+](CCC)CCC.O=S(=O)([O-])C(F)(F)F,2326,2326,CCC[NH+](CCC)CCC.O=S(=O)([O-])C(F)(F)F
322.0,CCC[NH+](CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2327,2327,CCC[NH+](CCC)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.0,CCC[NH+](CCC)CCC.F[B-](F)(F)F,2328,2328,CCC[NH+](CCC)CCC.F[B-](F)(F)F
401.0,CCCC[NH+](CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,2329,2329,CCCC[NH+](CCCC)CCCC.O=S(=O)([O-])C(F)(F)F
313.0,CCCC[NH+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2330,2330,CCCC[NH+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
340.0,OCC[NH+](CCO)CCO.[F-],2331,2331,OCC[NH+](CCO)CCO.[F-]
358.0,O=C([O-])CC(=O)O.OCC[NH+](CCO)CCO,2332,2332,O=C([O-])CC(=O)O.OCC[NH+](CCO)CCO
326.0,O=S(=O)([O-])O.OCC[NH+](CCO)CCO,2333,2333,O=S(=O)([O-])O.OCC[NH+](CCO)CCO
453.0,OCC[NH+](CCO)CCO.[Br-],2334,2334,OCC[NH+](CCO)CCO.[Br-]
398.0,OCC[NH+](CCO)CCO.[I-],2335,2335,OCC[NH+](CCO)CCO.[I-]
203.0,CCCC[n+]1ccn(C)c1.c1c[n-]nn1,2336,2336,CCCC[n+]1ccn(C)c1.c1c[n-]nn1
418.0,CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F,2337,2337,CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F
278.0,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-],2338,2338,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-]
343.0,CC[n+]1ccccc1-c1ccccc1.[I-],2339,2339,CC[n+]1ccccc1-c1ccccc1.[I-]
323.0,C1CCC2=NCCC[NH+]2CC1.O=[N+](O)c1c[n-]cn1,2340,2340,C1CCC2=NCCC[NH+]2CC1.O=[N+](O)c1c[n-]cn1
267.0,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-],2341,2341,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCS(=O)(=O)[O-]
205.0,CCCC[n+]1ccn(C)c1.c1nc[n-]n1,2342,2342,CCCC[n+]1ccn(C)c1.c1nc[n-]n1
206.0,Cn1cc[n+](CCN2CCCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2343,2343,Cn1cc[n+](CCN2CCCCC2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.0,C1CCC2=NCCC[NH+]2CC1.O=[N+](O)c1ncc[n-]1,2344,2344,C1CCC2=NCCC[NH+]2CC1.O=[N+](O)c1ncc[n-]1
498.0,CC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F,2345,2345,CC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.F[P-](F)(F)(F)(F)F
189.0,CCN(CC)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2346,2346,CCN(CC)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
423.0,C[n+]1ccccc1-c1ccccc1.[I-],2347,2347,C[n+]1ccccc1-c1ccccc1.[I-]
268.0,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-],2348,2348,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-]
275.0,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-],2349,2349,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.C[Si](C)(C)CCCS(=O)(=O)[O-]
403.0,CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.[I-],2350,2350,CCC1([n+]2ccccc2)C=CC=CC1c1ccc(F)cc1F.[I-]
205.0,CCCC[N+]1(C)CCCC1.c1nc[n-]n1,2351,2351,CCCC[N+]1(C)CCCC1.c1nc[n-]n1
443.0,C[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F,2352,2352,C[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F
403.0,CC[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F,2353,2353,CC[n+]1ccccc1-c1ccccc1.F[P-](F)(F)(F)(F)F
468.0,C[n+]1ccccc1-c1ccc(F)cc1F.[I-],2354,2354,C[n+]1ccccc1-c1ccc(F)cc1F.[I-]
262.0,CC[P+](CC)(CC)COC.N#C[N-]C#N,2355,2355,CC[P+](CC)(CC)COC.N#C[N-]C#N
267.0,CCOCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F,2356,2356,CCOCC[N+]1(C)CCCC1.F[B-](F)(F)C(F)(F)C(F)(F)F
279.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],2357,2357,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-]
279.0,CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,2358,2358,CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)C(F)(F)F
280.2,CCCCc1ccc([N+]#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2359,2359,CCCCc1ccc([N+]#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
280.8,CC[N+](C)(C)CCOC.F[B-](F)(F)F,2360,585,CC[N+](C)(C)CCOC.F[B-](F)(F)F
281.5,CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F,2361,2360,CC[N+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F
282.0,CC[N+]1=C(OC)CCC1.O=S(=O)(F)[N-]S(=O)(=O)F,2362,2361,CC[N+]1=C(OC)CCC1.O=S(=O)(F)[N-]S(=O)(=O)F
284.0,CC[N+](C)(C)COC.F[B-](F)(F)C(F)(F)C(F)(F)F,2363,2362,CC[N+](C)(C)COC.F[B-](F)(F)C(F)(F)C(F)(F)F
285.6,CCCC[n+]1ccn(C)c1.F[PH](F)(F)(F)(F)F,2364,2363,CCCC[n+]1ccn(C)c1.F[PH](F)(F)(F)(F)F
289.0,CCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2365,2364,CCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
290.0,CCC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,2366,2365,CCC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC
290.7,CCCCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2367,2366,CCCCCCCCCCCC[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
294.4,CCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2368,2367,CCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
298.0,CCOS(=O)(=O)[O-].CC[n+]1ccc(C#N)cc1,2369,2368,CCOS(=O)(=O)[O-].CC[n+]1ccc(C#N)cc1
298.0,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2370,2369,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.7,CCCC[P+](CCCC)(CCCC)CCCC.N=C(N)NCCCC(N)C(=O)[O-],2371,2370,CCCC[P+](CCCC)(CCCC)CCCC.N=C(N)NCCCC(N)C(=O)[O-]
